ID,family,marriage,child's forname(s),child's surname,birth day,birth month,birth year,address,sex,father's forename,father's surname,father's occupation,mother's forename,mother's maiden surname,mother's occupation,day of parents' marriage,month of parents' marriage,year of parents' marriage,place of parent's marriage,illegit,notes,Death,CHILD_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,DEATH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,MARRIAGE_RECORD_IDENTITY2,MARRIAGE_RECORD_IDENTITY3,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5
4266,1060,1060,Annie,Maisuradze,17,AUGUST,1895,"55 The Hawthorns, Dumfries and Galloway",F,Archibald,Maisuradze,GROCER EMPLOYING 1 MAN,Elizabeth,Rossi,FLAX WORKER,21,JANUARY,1885,"Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4266,3418,3319,,1060,3319,3418,,,,,
4268,1147,1147,Isabella,Oliynyk,29,AUGUST,1895,"95 The Glebe, Allanbank, Lauder",F,Felix,Oliynyk,FARM SERVANT,Paula,Schroeder,HOUSE MAID,1,JUNE,1892,"Allanbank Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4268,3729,3694,,1147,3694,3729,,,,,
4260,1143,1143,Bella,Greco,5,MAY,1895,"253 Golf Course Road, Girvan, South Ayrshire",F,James,Greco,PIT HEAD LABOURER,Isabella,Markovic,COTTON YARN WINDER,25,JUNE,1898,,,SYNTHETIC DATA PRODUCED USING VALIPOP,4260,4260,3072,2745,4260,1143,2745,3072,,,,,
4264,1110,1110,Isabella,Andersson,2,JUNE,1895,"1 Tortorston Drive, Coplandhill, Aberdeenshire",F,Nathan,Andersson,SPIRIT MERCHANT,Isabella,Jones,DRESSMAKER,12,JUNE,1888,"Coplandhill Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,4264,4264,3384,3602,4264,1110,3602,3384,1401,,,,
4258,1052,1052,Jane,Prochazka,31,MARCH,1895,"1 Salisbury Terrace, Broomhill, Aberdeen City",F,Charles,Prochazka,AG LAB,Isabella,Rodriguez, ,23,MAY,1881,"Broomhill Aberdeen City",,SYNTHETIC DATA PRODUCED USING VALIPOP,4258,4258,3084,3087,4258,1052,3087,3084,1337,,,,
4262,1144,1144,Margaret,Smith,14,JULY,1895,"1 Weensmoore, Scottish Borders",F,Robert,Smith,NEWS PAPER CLERK,Julie,Zhu,DOMESTIC SERVANT,17,JANUARY,1894,"Weensmoore Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,4262,4262,3627,3389,4262,1144,3389,3627,1336,,,,
4282,1062,1062,Kate,Kobayashi,1,JULY,1896,"1 Mortonhall Park Grove, Liberton and District, City of Edinburgh",F,Ryan,Kobayashi,LABOURER,Aada,Svensson,FLAX SPINNING MILL MANAGER WIFE,23,FEBRUARY,1875,,,SYNTHETIC DATA PRODUCED USING VALIPOP,4282,4282,3978,3977,4282,1062,3977,3978,,,,,
4290,1129,1129,Andrewina,Paulauskas,28,NOVEMBER,1896,"2 Haddo Crescent, Aberdeenshire",F,James,Paulauskas,SHEETING WEAVER,Annie,Kovalchuk, ,25,NOVEMBER,1892,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,4290,4290,3296,3105,4290,1129,3105,3296,,,,,
4294,1146,1146,L,Bonik,8,MAY,1896,"1 Meadow Park, Dumfries and Galloway",F,Alexr,Bonik,MOLE CATCHER,Isabella,Rojas, ,16,MARCH,1894,"Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4294,3412,3413,,1146,3413,3412,,,,,
4300,1160,1160,Elizabeth,Petrauskas,23,JUNE,1896,"1 Tulloch, Perth and Kinross",F,Robert,Petrauskas,FORESTERS LAB,Katrin,Rodriguez, ,25,SEPTEMBER,1899,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,4300,4205,3541,,1160,3541,4205,,,,,
4296,1131,1131,Jane,Dumitru,16,JANUARY,1896,"3 Weensmoore, Scottish Borders",F,Jack,Dumitru, ,Margaret,Rossi,DOMESTIC SERVANT,7,JUNE,1893,"Weensmoore Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4296,3534,4148,,1131,4148,3534,1368,,,,
4298,1158,1158,Catherine,Visser,10,MARCH,1896,"122 Kirkhill, Dumfries and Galloway",F,James,Visser,TINKER,Catherine,Jones,FACTORY WORKER (FLAX),20,NOVEMBER,1891,"Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4298,3616,3053,,1158,3053,3616,1447,,,,
4284,1099,1099,Lillas,Garcia,24,MAY,1896,"2 Plainfield Terrace, Monksford House, Scottish Borders",F,Jose,Garcia,VET SURGEON & GRAIN MERCHANT,Ann,CONLLY,CARTER'S WIFE,31,OCTOBER,1886,"Monksford House Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4284,3176,3514,,1099,3514,3176,1469,,,,
4292,1103,1103,Mary,Jones,27,OCTOBER,1896,"1 Preston Gardens, Annan, Dumfries and Galloway",F,Kenneth,Jones,RAILWAY LAB,Catherine,Maisuradze,GOVERNESS TO FAMILY,23,DECEMBER,1886,"Annan Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4292,3346,3143,,1103,3143,3346,1487,,,,
4286,1053,1053,Sarah,Mohamed,8,JUNE,1896,"2 Benrig Manse, Scottish Borders",F,Victor,Mohamed,COLLIERY LABOURER,Amy,Nguyen,PLOUGHMAN'S WIFE,21,OCTOBER,1880,"Benrig Manse Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4286,3369,3008,,1053,3008,3369,1369,,,,
4288,1154,1154,Mary,Bonik,8,MAY,1896,"1 Leideag, Na h-Eileanan Siar",F,James,Bonik,JOURNYMAN SHOEMAKER,Jane,Li,TAILORS WIFE,28,JULY,1895,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4288,3268,3205,,1154,3205,3268,1367,,,,
4316,1109,1109,Isabella,Schmit,3,DECEMBER,1897,"1 Cora Linn Court, North Ayrshire",F,George,Schmit,PRINTFIELD WORKER,Mary,Sepp,PROSTITUTE,18,JUNE,1888,"North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4316,3390,3355,,1109,3355,3390,,,,,
4312,1099,1099,Margt,Garcia,25,AUGUST,1897,"2 Plainfield Terrace, Monksford House, Scottish Borders",F,Jose,Garcia,VET SURGEON & GRAIN MERCHANT,Ann,CONLLY,CARTER'S WIFE,31,OCTOBER,1886,"Monksford House Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,4312,4312,3176,3514,4312,1099,3514,3176,1448,,,,
4314,1164,1164,Elizabeth,Santana,8,NOVEMBER,1897,"1 Denfield Drive, Cardenden, Fife",F,Joshua,Santana,FARM SERVANT,Regina,Jimenez,DOMESTIC SERVANT,1,JULY,1902,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,4314,4314,3926,3816,4314,1164,3816,3926,,1449,,,
4318,1131,1131,Elizabeth,Dumitru,15,JANUARY,1897,"3 Weensmoore, Scottish Borders",F,Jack,Dumitru, ,Margaret,Rossi,DOMESTIC SERVANT,7,JUNE,1893,"Weensmoore Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,4318,4318,3534,4148,4318,1131,4148,3534,1389,,,,
4328,1034,1034,Catherine,Rojas,13,SEPTEMBER,1898,"23 Eilean Rise, Ellon, Aberdeenshire",F,William,Rojas, ,Agnes,WILLIAMS,WHITE FISHER WIFE,9,APRIL,1878,"Ellon Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4328,3110,3145,,1034,3145,3110,,,,,
4327,971,971,Elizabeth,Novak,7,JULY,1898,"2 Glen Gardens, Braeleny Farm, Callander",F,John,Novak,LABOURER,Margaret,Anderson, ,29,MAY,1874,"Braeleny Farm Callander ",,SYNTHETIC DATA PRODUCED USING VALIPOP,4327,4327,3032,2737,4327,971,2737,3032,1404,,,,
4330,1169,1169,Janet,Santos,26,APRIL,1898,"1 Benview Terrace, Clackmannanshire",F,Davide,Santos,SUGAR BOILER,Isabella,Schroeder,AG LAB,20,JUNE,1896,"Clackmannanshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,4330,4330,3302,4007,4330,1169,4007,3302,1403,,,,
4338,1171,1171,Margaret,Bonik,21,NOVEMBER,1898,"1 Hope Street, Blackhouse, Peterhead",F,James,Bonik,PUDDLER,Emma,Sanchez,COTTON FACTORY WORKER,2,AUGUST,1896,"Blackhouse Peterhead ",,SYNTHETIC DATA PRODUCED USING VALIPOP,4338,4338,4108,3265,4338,1171,3265,4108,1416,,,,
4334,1146,1146,Helen,Bonik,7,MAY,1898,"1 Meadow Park, Dumfries and Galloway",F,Alexr,Bonik,MOLE CATCHER,Isabella,Rojas, ,16,MARCH,1894,"Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,4334,4334,3412,3413,4334,1146,3413,3412,1402,,,,
4332,1110,1110,Mary,Andersson,14,SEPTEMBER,1898,"1 Tortorston Drive, Coplandhill, Aberdeenshire",F,Nathan,Andersson,SPIRIT MERCHANT,Isabella,Jones,COTTON WINDER,12,JUNE,1888,"Coplandhill Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,4332,4332,3384,3602,4332,1110,3602,3384,1315,,,,
4340,1173,1173,Christina,Hansen,27,NOVEMBER,1898,"128 The Glebe, East Lothian",F,Lorenzo,Hansen,LINEN WEAVER,Caroline,Greco, ,22,JULY,1895,"East Lothian",,SYNTHETIC DATA PRODUCED USING VALIPOP,4340,4340,3620,3810,4340,1173,3810,3620,1417,,,,
4336,1085,1085,Jane,WILLIAMS,18,NOVEMBER,1898,"1 Ailsa Place, Girvan, South Ayrshire",F,John,WILLIAMS,FARMER'S SON,Alice,Jimenez,HOUSE MAID,25,AUGUST,1886,"Girvan South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4336,3924,3109,,1085,3109,3924,1316,,,,
4353,971,971,Margret,Novak,13,AUGUST,1899,"2 Glen Gardens, Braeleny Farm, Callander",F,John,Novak,LABOURER,Margaret,Anderson, ,29,MAY,1874,"Braeleny Farm Callander ",,SYNTHETIC DATA PRODUCED USING VALIPOP,4353,4353,3032,2737,4353,971,2737,3032,,,,,
4354,1125,1125,Jane,Rodriguez,27,JULY,1899,"1 Sunnyside Court, Alloa, Clackmannanshire",F,Enzo,Rodriguez,WOOLEN WEAVER,Maria,Kiss, ,7,JUNE,1878,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,4354,4200,4199,,1125,4199,4200,,,,,
4355,1099,1099,Jannet,Garcia,15,MAY,1899,"2 Plainfield Terrace, Monksford House, Scottish Borders",F,Jose,Garcia,VET SURGEON & GRAIN MERCHANT,Ann,CONLLY,CARTER'S WIFE,31,OCTOBER,1886,"Monksford House Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,4355,4355,3176,3514,4355,1099,3514,3176,,,,,
4356,1053,1053,Mary,Mohamed,14,OCTOBER,1899,"2 Benrig Manse, Scottish Borders",F,Victor,Mohamed,COLLIERY LABOURER,Amy,Nguyen,PLOUGHMAN'S WIFE,21,OCTOBER,1880,"Benrig Manse Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,4356,4356,3369,3008,4356,1053,3008,3369,,,,,
4358,1155,1155,Catherine,Visser,2,JUNE,1899,"1590 Castle Road, South Ayrshire",F,Edward,Visser,SOLDIER,Jane,Brown,HOUSE MAID,14,JULY,1893,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4358,3300,3111,,1155,3111,3300,,,,,
4360,1109,1109,Mary,Schmit,6,SEPTEMBER,1899,"1 Cora Linn Court, North Ayrshire",F,George,Schmit,PRINTFIELD WORKER,Mary,Sepp,DRESSMAKER,18,JUNE,1888,"North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4360,3390,3355,,1109,3355,3390,,,,,
4362,1147,1147,Catherine,Oliynyk,28,OCTOBER,1899,"95 The Glebe, Allanbank, Lauder",F,Felix,Oliynyk,CLERK WHOLESALE PROVISION STORE,Paula,Schroeder,HOUSE MAID,1,JUNE,1892,"Allanbank Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4362,3729,3694,,1147,3694,3729,,,,,
4364,1158,1158,Annie,Visser,11,JANUARY,1899,"122 Kirkhill, Dumfries and Galloway",F,James,Visser,PLOUGHMAN,Catherine,Jones,FACTORY WORKER (FLAX),20,NOVEMBER,1891,"Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4364,3616,3053,,1158,3053,3616,,,,,
4366,1160,1160,Helen,Petrauskas,28,NOVEMBER,1899,"1 Tulloch, Perth and Kinross",F,Robert,Petrauskas,FORESTERS LAB,Katrin,Rodriguez, ,25,SEPTEMBER,1899,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,4366,4205,3541,,1160,3541,4205,,,,,
4386,1034,1034,Jessie,Rojas,11,SEPTEMBER,1900,"23 Eilean Rise, Ellon, Aberdeenshire",F,William,Rojas,COTTON WEAVER,Agnes,WILLIAMS,COOK,9,APRIL,1878,"Ellon Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,4386,4386,3110,3145,4386,1034,3145,3110,,,,,
4388,1169,1169,Bridget,Santos,4,OCTOBER,1900,"1 Benview Terrace, Clackmannanshire",F,Davide,Santos,SUGAR BOILER,Isabella,Schroeder,AG LAB,20,JUNE,1896,"Clackmannanshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,4388,4388,3302,4007,4388,1169,4007,3302,,,,,
4392,1110,1110,Margaret,Andersson,14,MAY,1900,"1 Tortorston Drive, Coplandhill, Aberdeenshire",F,Nathan,Andersson,SPIRIT MERCHANT,Isabella,Jones,COTTON WINDER,12,JUNE,1888,"Coplandhill Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,4392,4392,3384,3602,4392,1110,3602,3384,,,,,
4394,1111,1111,Jane,Varga,9,JUNE,1900,"1 Haddo Crescent, Aberdeenshire",F,William,Varga,COAL MINER,Margaret,Rojas, ,16,SEPTEMBER,1887,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4394,3468,4079,,1111,4079,3468,,,,,
4398,1173,1173,Isabella,Hansen,28,APRIL,1900,"128 The Glebe, East Lothian",F,Lorenzo,Hansen,LINEN WEAVER,Caroline,Greco, ,22,JULY,1895,"East Lothian",,SYNTHETIC DATA PRODUCED USING VALIPOP,4398,4398,3620,3810,4398,1173,3810,3620,,,,,
4400,1158,1158,Ann,Visser,27,FEBRUARY,1900,"122 Kirkhill, Dumfries and Galloway",F,James,Visser,PLOUGHMAN,Catherine,Jones,FACTORY WORKER (FLAX),20,NOVEMBER,1891,"Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4400,3616,3053,,1158,3053,3616,,,,,
4404,1191,1191,Mary,Carvalho,16,AUGUST,1900,"45 Corsar Croft, Kirkton, Angus",F,George,Carvalho,SHIP CARPENTER,Isabella,Soto, ,14,FEBRUARY,1900,"Kirkton Angus",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4404,3914,3677,,1191,3677,3914,,,,,
4390,1144,1144,Margaret,Smith,2,FEBRUARY,1900,"1 Weensmoore, Scottish Borders",F,Robert,Smith,LABOURER IN CHEMICAL WORK,Julie,Zhu,WIFE OF GAS ENGINEER HUSBAND GONE TO SOUTHAMERICA,17,JANUARY,1894,"Weensmoore Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4390,3627,3389,,1144,3389,3627,1470,,,,
4402,1189,1189,Mary,Carvalho,24,NOVEMBER,1900,"1 The Lees, Scottish Borders",F,William,Carvalho,PLOUGHMAN,Annette,Lopez,SHIP OWNER'S SERVANT,24,JANUARY,1898,"The Lees Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4402,3710,3503,,1189,3503,3710,1518,,,,
4396,1187,1187,Jessie,Nguyen,3,MARCH,1900,"1 Edderston Ridge, Kingsmuir, Peebles",F,Patrick,Nguyen,ATTENDANT ON THE INSANE,Jane,Sepp,MILLINER,18,AUGUST,1895,"Kingsmuir Peebles ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4396,3508,3368,,1187,3368,3508,,1531,,,
4426,1157,1157,Mary,Bonik,15,AUGUST,1901,"1 Glenwell Avenue, Stranraer, Dumfries and Galloway",F,William,Bonik,WHITWRIGHT,Mary,Thill,FISHERWOMAN,28,JANUARY,1898,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,4426,3614,3523,,1157,3523,3614,,,,,
4418,1103,1103,Elizabeth,Jones,7,MAY,1901,"1 Preston Gardens, Annan, Dumfries and Galloway",F,Kenneth,Jones,JUTE WEAVER,Catherine,Maisuradze,WIFE,23,DECEMBER,1886,"Annan Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,4418,4418,3346,3143,4418,1103,3143,3346,1489,,,,
4424,1187,1187,Margaret,Nguyen,25,MAY,1901,"1 Edderston Ridge, Kingsmuir, Peebles",F,Patrick,Nguyen,ATTENDANT ON THE INSANE,Jane,Sepp,MILLINER,18,AUGUST,1895,"Kingsmuir Peebles ",,SYNTHETIC DATA PRODUCED USING VALIPOP,4424,4424,3508,3368,4424,1187,3368,3508,1476,,,,
4417,1174,1174,Isabel,Harris,5,AUGUST,1901,"46 Marmion Drive, Caskieberran, Fife",F,Jack,Harris,GARDENER,Maia,Schulz, ,9,OCTOBER,1879,,,SYNTHETIC DATA PRODUCED USING VALIPOP,4417,4417,4342,4341,4417,1174,4341,4342,1477,,,,
4422,1171,1171,Janet,Bonik,24,APRIL,1901,"1 Hope Street, Blackhouse, Peterhead",F,James,Bonik,PUDDLER,Emma,Sanchez,FARM LABOURER,2,AUGUST,1896,"Blackhouse Peterhead ",,SYNTHETIC DATA PRODUCED USING VALIPOP,4422,4422,4108,3265,4422,1171,3265,4108,,1502,,,
4428,1158,1158,Isabella,Visser,16,APRIL,1901,"122 Kirkhill, Dumfries and Galloway",F,James,Visser,PLOUGHMAN,Catherine,Jones,FACTORY WORKER (FLAX),20,NOVEMBER,1891,"Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,4428,4428,3616,3053,4428,1158,3053,3616,1451,,,,
4420,1110,1110,Margaret,Andersson,31,MAY,1901,"1 Tortorston Drive, Coplandhill, Aberdeenshire",F,Nathan,Andersson,SPIRIT MERCHANT,Isabella,Jones,COTTON WINDER,12,JUNE,1888,"Coplandhill Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,4420,4420,3384,3602,4420,1110,3602,3384,,1503,,,
4450,1169,1169,Marion,Santos,17,FEBRUARY,1902,"1 Benview Terrace, Clackmannanshire",F,Davide,Santos,SUGAR BOILER,Isabella,Schroeder,AG LAB,20,JUNE,1896,"Clackmannanshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,4450,4450,3302,4007,4450,1169,4007,3302,,,,,
4452,1203,1203,Jane,Sanchez,4,JUNE,1902,"1 Grubbit Mill, Scottish Borders",F,Thomas,Sanchez,BIG DEALER,Mary Grace,Schroeder,GARDENERS WIFE,26,JULY,1899,"Grubbit Mill Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,4452,4452,3731,3269,4452,1203,3269,3731,,,,,
4454,1165,1165,Isabella,Smith,29,APRIL,1902,"73 Mary Morrison Drive, Mauchline, East Ayrshire",F,James,Smith,CARTER,Jane,Jones,MUSLIN NEWER,17,JANUARY,1893,"Mauchline East Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4454,3386,3383,,1165,3383,3386,,,,,
4456,1200,1200,Kate,Morales,30,MAY,1902,"1 Mount Crescent, Dufftown, Moray",F,Veeti,Morales, ,Aoi,Carvalho, ,18,JUNE,1888,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,4456,4437,4436,,1200,4436,4437,,,,,
4458,1205,1205,Ann,Jones,27,AUGUST,1902,"1 Alma Road, Plantation, Highland",F,John,Jones,AP,Elizabeth,Hernandez,HOUSEHOLD WORK,1,JUNE,1899,"Plantation Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4458,3594,3617,,1205,3617,3594,,,,,
4460,1158,1158,Margaret,Visser,2,MARCH,1902,"122 Kirkhill, Dumfries and Galloway",F,James,Visser,PLOUGHMAN,Catherine,Jones,FACTORY WORKER (FLAX),20,NOVEMBER,1891,"Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4460,3616,3053,,1158,3053,3616,,,,,
4464,1209,1209,Mary,Soto,28,JANUARY,1902,"1 Millhill Road, Perth and Kinross",F,John,Soto,TAILOR,Regina,Williams, ,6,OCTOBER,1898,"Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4464,4379,3595,,1209,3595,4379,,,,,
4462,1207,1207,Margaret,Wozniak,18,AUGUST,1902,"32 Eigie Close, Aberdeenshire",F,Robert,Wozniak,FARM LABOURER,Ann,Rossi,GENERAL SERVANT,22,AUGUST,1912,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,4462,3790,3803,,1207,3803,3790,1360,,,,
4466,1159,1159,Norah,Demir,25,SEPTEMBER,1902,"1 Rowan Road, Soroba, Oban",F,Conor,Demir,BAKER,Julia,Bouchard,COTTON WEAVER,7,SEPTEMBER,1898,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,4466,3885,4141,,1159,4141,3885,1359,,,,
4487,1169,1169,Amelia,Santos,25,SEPTEMBER,1903,"1 Benview Terrace, Clackmannanshire",F,Davide,Santos,SUGAR BOILER,Isabella,Schroeder,AG LAB,20,JUNE,1896,"Clackmannanshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,4487,4487,3302,4007,4487,1169,4007,3302,,,,,
4488,1101,1101,Mary,Markovic,4,JANUARY,1903,"2 Braehouse, Scottish Borders",F,Hugh,Markovic,IRORY TURNER,Annie,Harutyunyan, ,20,JULY,1891,,,SYNTHETIC DATA PRODUCED USING VALIPOP,4488,4488,3324,3303,4488,1101,3303,3324,,,,,
4489,1144,1144,Mary,Smith,11,JULY,1903,"1 Weensmoore, Scottish Borders",F,Robert,Smith,LABOURER IN CHEMICAL WORK,Julie,Zhu,WIFE OF GAS ENGINEER HUSBAND GONE TO SOUTHAMERICA,17,JANUARY,1894,"Weensmoore Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,4489,4489,3627,3389,4489,1144,3389,3627,,,,,
4490,1216,1216,Mary,Sousa,3,JANUARY,1903,"1 Knocklea, Biggar, South Lanarkshire",F,Nikolaj,Sousa,DYER,Alba,Martinez, ,23,SEPTEMBER,1900,"Biggar South Lanarkshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,4490,4490,3660,3918,4490,1216,3918,3660,,,,,
4494,1147,1147,Margaret,Oliynyk,28,JUNE,1903,"95 The Glebe, Allanbank, Lauder",F,Felix,Oliynyk,CLERK WHOLESALE PROVISION STORE,Paula,Schroeder,HOUSE MAID,1,JUNE,1892,"Allanbank Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4494,3729,3694,,1147,3694,3729,,,,,
4498,1218,1218,Mary,Larsson,27,JUNE,1903,"1 Mallard Road, Aberdeenshire",F,David,Larsson,RAILWAY PORTER,Eva,Martinez,DOM SER,4,NOVEMBER,1900,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4498,3659,3845,,1218,3845,3659,1428,,,,
4496,1158,1158,Margaret,Visser,4,JUNE,1903,"122 Kirkhill, Dumfries and Galloway",F,James,Visser,PLOUGHMAN,Catherine,Jones,FACTORY WORKER (FLAX),20,NOVEMBER,1891,"Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,4496,4496,3616,3053,4496,1158,3053,3616,1405,,,,
4492,1171,1171,Catherine,Bonik,22,FEBRUARY,1903,"1 Hope Street, Blackhouse, Peterhead",F,James,Bonik,PUDDLER,Emma,Sanchez,FARM LABOURER,2,AUGUST,1896,"Blackhouse Peterhead ",,SYNTHETIC DATA PRODUCED USING VALIPOP,4492,4492,4108,3265,4492,1171,3265,4108,1426,,,,
4500,1209,1209,Barbara,Soto,11,MAY,1903,"1 Millhill Road, Perth and Kinross",F,John,Soto,TAILOR,Regina,Williams, ,6,OCTOBER,1898,"Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,4500,4500,4379,3595,4500,1209,3595,4379,1406,,,,
4524,1060,1060,Catherine,Maisuradze,4,MARCH,1904,"55 The Hawthorns, Dumfries and Galloway",F,Archibald,Maisuradze,IRON WORK LABOURER,Elizabeth,Rossi,HOUSEKEEPER,21,JANUARY,1885,"Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4524,3418,3319,,1060,3319,3418,,,,,
4534,1224,1224,Isabella,Larsson,21,JANUARY,1904,"1 Nelson Road, Soroba, Oban",F,Arthur,Larsson,BLACKSMITH JOURNEYMAN,Jane,Rojas,ROPE SPINNER,29,MARCH,1901,"Soroba Oban ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4534,3744,3235,,1224,3235,3744,,,,,
4540,1191,1191,Catherine,Carvalho,20,NOVEMBER,1904,"45 Corsar Croft, Kirkton, Angus",F,George,Carvalho,SHIP CARPENTER,Isabella,Soto,SALMON FISHER'S DAUGHTER,14,FEBRUARY,1900,"Kirkton Angus",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4540,3914,3677,,1191,3677,3914,,,,,
4520,1149,1149,Kate,Ilves,14,MARCH,1904,"1 Chapel, Fife",F,Ren,Ilves,JOINER EMPLOYING 1 MAN,Hannah,Castillo,LABOURER WIFE,24,JANUARY,1886,,,SYNTHETIC DATA PRODUCED USING VALIPOP,4520,4520,4273,4272,4520,1149,4272,4273,1460,,,,
4526,1085,1085,Barbara,WILLIAMS,23,MAY,1904,"1 Ailsa Place, Girvan, South Ayrshire",F,John,WILLIAMS,PLOUGHMAN,Alice,Jimenez, ,25,AUGUST,1886,"Girvan South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4526,3924,3109,,1085,3109,3924,1453,,,,
4530,1131,1131,Janet,Dumitru,2,JULY,1904,"3 Weensmoore, Scottish Borders",F,Jack,Dumitru,FISHERMAN,Margaret,Rossi,DRESS MAKER,7,JUNE,1893,"Weensmoore Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4530,3534,4148,,1131,4148,3534,1504,,,,
4532,1178,1178,Elsie,Brown,20,JANUARY,1904,"1 Calfward Park, Allanbank, Lauder",F,John,Brown,IRON DRESSER,Noemie,Iliev,DOMESTIC SERV NURSE,5,MAY,1896,"Allanbank Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4532,4305,3497,,1178,3497,4305,1544,,,,
4522,1129,1129,Jessie,Paulauskas,22,SEPTEMBER,1904,"2 Haddo Crescent, Aberdeenshire",F,James,Paulauskas,AG LABOURER,Annie,Kovalchuk, ,25,NOVEMBER,1892,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,4522,3296,3105,,1129,3105,3296,1464,,,,
4528,1204,1204,Mary,Hansen,17,SEPTEMBER,1904,"2 Common Road, Cellardyke, Fife",F,Lorenzo,Hansen,LINEN WEAVER,Ann,Jones,LINEN WARPER,25,AUGUST,1902,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,,4528,3504,3810,,1204,3810,3504,1463,,,,
